"var","species","median","qmin","qmax"
"2012","Cordulegaster_heros",0.08781,-0.73022,0.89286
"2013","Cordulegaster_heros",-0.07411,-0.76534,0.60082
"2014","Cordulegaster_heros",0.16534,-0.51629,0.87156
"2015","Cordulegaster_heros",-0.14158,-0.68778,0.43903
"2016","Cordulegaster_heros",-0.70006,-1.56378,0.18083
"2017","Cordulegaster_heros",0.36621,-0.23073,0.96921
"2018","Cordulegaster_heros",-0.46465,-1.0882,0.10787
"2019","Cordulegaster_heros",-0.21818,-0.76504,0.35054
"2020","Cordulegaster_heros",-0.36001,-0.84661,0.16953
"2021","Cordulegaster_heros",-0.11906,-0.59259,0.35773
"2022","Cordulegaster_heros",-0.5717,-1.05892,-0.0753
"2023","Cordulegaster_heros",-0.6037,-1.13394,-0.07355
"clc_artificial_prop","Cordulegaster_heros",0.1051,-0.51175,0.71633
"clc_agriculture_prop","Cordulegaster_heros",2.33709,1.05302,3.65842
"clc_forest_prop","Cordulegaster_heros",3.69086,2.62305,4.88147
"clc_vegetation_prop","Cordulegaster_heros",-1.50706,-3.35268,0.28685
"clc_bare_prop","Cordulegaster_heros",-0.12085,-3.01801,2.40397
"clc_coastal_wetland_prop","Cordulegaster_heros",0.35572,-2.41039,1.43156
"clc_wetland_prop","Cordulegaster_heros",-4.23341,-6.80081,-2.3143
"clc_river_prop","Cordulegaster_heros",-0.27149,-0.93081,0.29347
"bio10_temp_warmQ_dC","Cordulegaster_heros",8.79521,7.04065,10.76306
"bio12_annual_prec_mm","Cordulegaster_heros",3.63231,2.73221,4.68494
"bio4_sd_temp","Cordulegaster_heros",14.35532,11.5597,17.35095
"bio10_temp_warmQ_dC2","Cordulegaster_heros",-6.11726,-7.81816,-4.62361
"bio12_annual_prec_mm2","Cordulegaster_heros",-0.60452,-0.9598,-0.23633
"bio4_sd_temp2","Cordulegaster_heros",-4.60823,-6.94031,-2.57058
"2000","Cordulia_aenea",0.47097,0.24412,0.70996
"2001","Cordulia_aenea",0.32569,0.09999,0.56696
"2002","Cordulia_aenea",0.01882,-0.19055,0.23887
"2003","Cordulia_aenea",0.0794,-0.10856,0.26639
"2004","Cordulia_aenea",0.06695,-0.13501,0.26637
"2005","Cordulia_aenea",-0.04974,-0.21671,0.11476
"2006","Cordulia_aenea",0.24496,0.09241,0.41424
"2007","Cordulia_aenea",-0.26131,-0.40806,-0.118
"2008","Cordulia_aenea",0.38058,0.23787,0.52295
"2009","Cordulia_aenea",0.28933,0.16143,0.42004
"2010","Cordulia_aenea",0.44126,0.31491,0.56759
"2011","Cordulia_aenea",0.28509,0.17538,0.38877
"2012","Cordulia_aenea",0.15264,0.04851,0.26152
"2013","Cordulia_aenea",0.63576,0.51953,0.76258
"2014","Cordulia_aenea",-0.17135,-0.27092,-0.07214
"2015","Cordulia_aenea",-0.13642,-0.23255,-0.04008
"2016","Cordulia_aenea",-0.09326,-0.19847,0.00995
"2017","Cordulia_aenea",-0.08105,-0.17508,0.01081
"2018","Cordulia_aenea",0.00971,-0.08323,0.1028
"2019","Cordulia_aenea",-0.42755,-0.52772,-0.32381
"2020","Cordulia_aenea",-0.38399,-0.48172,-0.2855
"2021","Cordulia_aenea",-0.45389,-0.56361,-0.3479
"2022","Cordulia_aenea",-0.40231,-0.51041,-0.29601
"2023","Cordulia_aenea",-0.39305,-0.50666,-0.28364
"clc_artificial_prop","Cordulia_aenea",-0.02325,-0.1225,0.08101
"clc_agriculture_prop","Cordulia_aenea",0.09565,-0.04431,0.2369
"clc_forest_prop","Cordulia_aenea",0.95332,0.79969,1.11754
"clc_vegetation_prop","Cordulia_aenea",-1.4186,-1.61589,-1.21717
"clc_bare_prop","Cordulia_aenea",0.09197,-0.17492,0.33529
"clc_coastal_wetland_prop","Cordulia_aenea",-0.22815,-0.36075,-0.10798
"clc_wetland_prop","Cordulia_aenea",0.48424,0.34245,0.63664
"clc_river_prop","Cordulia_aenea",0.04719,-0.03266,0.12751
"bio10_temp_warmQ_dC","Cordulia_aenea",-2.48124,-2.79024,-2.21494
"bio12_annual_prec_mm","Cordulia_aenea",-0.09598,-0.33462,0.1153
"bio4_sd_temp","Cordulia_aenea",2.5266,2.31672,2.74181
"bio10_temp_warmQ_dC2","Cordulia_aenea",-1.89086,-2.14571,-1.60455
"bio12_annual_prec_mm2","Cordulia_aenea",0.14938,0.07644,0.23275
"bio4_sd_temp2","Cordulia_aenea",-1.17816,-1.34696,-1.01105
"2000","Crocothemis_erythraea",-0.47271,-0.65904,-0.29379
"2001","Crocothemis_erythraea",-0.70553,-0.89001,-0.51851
"2002","Crocothemis_erythraea",-0.92758,-1.108,-0.75249
"2003","Crocothemis_erythraea",-0.15304,-0.29717,-0.00097
"2004","Crocothemis_erythraea",-0.51791,-0.66357,-0.37168
"2005","Crocothemis_erythraea",-0.31893,-0.44764,-0.18759
"2006","Crocothemis_erythraea",0.06221,-0.06418,0.18127
"2007","Crocothemis_erythraea",0.31905,0.20196,0.43068
"2008","Crocothemis_erythraea",0.46217,0.36249,0.56467
"2009","Crocothemis_erythraea",0.25745,0.16653,0.34685
"2010","Crocothemis_erythraea",-0.12639,-0.21104,-0.04153
"2011","Crocothemis_erythraea",-0.34658,-0.42846,-0.26673
"2012","Crocothemis_erythraea",-0.14655,-0.21823,-0.07241
"2013","Crocothemis_erythraea",-0.16565,-0.23791,-0.09408
"2014","Crocothemis_erythraea",-0.22981,-0.30154,-0.15673
"2015","Crocothemis_erythraea",0.05845,-0.01502,0.13236
"2016","Crocothemis_erythraea",-0.06606,-0.1348,0.00788
"2017","Crocothemis_erythraea",0.08628,0.01798,0.15852
"2018","Crocothemis_erythraea",0.4714,0.40075,0.54127
"2019","Crocothemis_erythraea",0.28358,0.20746,0.35939
"2020","Crocothemis_erythraea",0.16158,0.08442,0.24601
"2021","Crocothemis_erythraea",0.28258,0.19871,0.363
"2022","Crocothemis_erythraea",0.54138,0.45775,0.62763
"2023","Crocothemis_erythraea",0.65818,0.56555,0.75128
"clc_artificial_prop","Crocothemis_erythraea",-0.06503,-0.13782,0.00948
"clc_agriculture_prop","Crocothemis_erythraea",-0.15134,-0.25555,-0.0496
"clc_forest_prop","Crocothemis_erythraea",-0.67187,-0.79187,-0.55885
"clc_vegetation_prop","Crocothemis_erythraea",-0.17009,-0.31005,-0.03645
"clc_bare_prop","Crocothemis_erythraea",1.58116,1.38992,1.78426
"clc_coastal_wetland_prop","Crocothemis_erythraea",-0.04663,-0.137,0.03044
"clc_wetland_prop","Crocothemis_erythraea",-0.55468,-0.70069,-0.40526
"clc_river_prop","Crocothemis_erythraea",0.08222,0.02703,0.13881
"bio10_temp_warmQ_dC","Crocothemis_erythraea",5.8107,5.58202,6.07459
"bio12_annual_prec_mm","Crocothemis_erythraea",1.09429,0.91181,1.27889
"bio4_sd_temp","Crocothemis_erythraea",-0.25829,-0.45867,-0.05813
"bio10_temp_warmQ_dC2","Crocothemis_erythraea",-0.04992,-0.23587,0.15514
"bio12_annual_prec_mm2","Crocothemis_erythraea",-0.29326,-0.4035,-0.19386
"bio4_sd_temp2","Crocothemis_erythraea",-0.48742,-0.61895,-0.35712
"2000","Diplacodes_lefebvrii",-0.41341,-2.53868,1.54125
"2001","Diplacodes_lefebvrii",-3.26833,-7.35078,-0.4103
"2002","Diplacodes_lefebvrii",-3.67654,-7.67569,-0.75951
"2003","Diplacodes_lefebvrii",-1.69787,-4.50924,0.54279
"2004","Diplacodes_lefebvrii",-1.38044,-3.41554,0.53686
"2005","Diplacodes_lefebvrii",-2.81302,-5.63791,-0.53592
"2006","Diplacodes_lefebvrii",-0.06335,-1.62971,1.38838
"2007","Diplacodes_lefebvrii",-0.29138,-1.29271,0.67253
"2008","Diplacodes_lefebvrii",-0.33343,-1.6079,0.83204
"2009","Diplacodes_lefebvrii",0.42588,-0.59068,1.44624
"2010","Diplacodes_lefebvrii",0.71977,-0.06473,1.51949
"2011","Diplacodes_lefebvrii",1.68789,1.00779,2.34848
"2012","Diplacodes_lefebvrii",1.19204,0.58834,1.82939
"2013","Diplacodes_lefebvrii",0.83258,0.16758,1.48916
"2014","Diplacodes_lefebvrii",1.50115,0.9461,2.0838
"2015","Diplacodes_lefebvrii",0.89336,0.32517,1.50996
"2016","Diplacodes_lefebvrii",1.1522,0.55486,1.80455
"2017","Diplacodes_lefebvrii",1.67301,1.19032,2.23125
"2018","Diplacodes_lefebvrii",1.2087,0.68764,1.74605
"2019","Diplacodes_lefebvrii",0.48622,-0.11175,1.07425
"2020","Diplacodes_lefebvrii",1.13211,0.57434,1.73446
"2021","Diplacodes_lefebvrii",0.74452,0.21786,1.32174
"2022","Diplacodes_lefebvrii",0.63121,0.06679,1.19743
"2023","Diplacodes_lefebvrii",0.03499,-0.55972,0.63312
"clc_artificial_prop","Diplacodes_lefebvrii",-0.63482,-0.97577,-0.34025
"clc_agriculture_prop","Diplacodes_lefebvrii",0.2483,-0.27768,0.87799
"clc_forest_prop","Diplacodes_lefebvrii",0.67584,0.10064,1.31969
"clc_vegetation_prop","Diplacodes_lefebvrii",1.09892,0.68785,1.59596
"clc_bare_prop","Diplacodes_lefebvrii",-1.1487,-2.14494,-0.26891
"clc_coastal_wetland_prop","Diplacodes_lefebvrii",-0.05108,-0.33099,0.23479
"clc_wetland_prop","Diplacodes_lefebvrii",-0.35075,-2.01902,0.80314
"clc_river_prop","Diplacodes_lefebvrii",0.22947,0.02696,0.3803
"bio10_temp_warmQ_dC","Diplacodes_lefebvrii",7.10474,5.49438,8.9759
"bio12_annual_prec_mm","Diplacodes_lefebvrii",-1.78063,-2.48255,-1.0893
"bio4_sd_temp","Diplacodes_lefebvrii",-4.23306,-5.23393,-3.35448
"bio10_temp_warmQ_dC2","Diplacodes_lefebvrii",-0.42717,-1.03318,0.17939
"bio12_annual_prec_mm2","Diplacodes_lefebvrii",0.42683,0.05293,0.63936
"bio4_sd_temp2","Diplacodes_lefebvrii",0.5208,0.03679,1.0178
"2000","Enallagma_cyathigerum",1.22516,1.07278,1.39015
"2001","Enallagma_cyathigerum",0.70075,0.55538,0.85865
"2002","Enallagma_cyathigerum",0.64075,0.50424,0.7831
"2003","Enallagma_cyathigerum",0.76397,0.64531,0.89187
"2004","Enallagma_cyathigerum",0.17827,0.06462,0.30632
"2005","Enallagma_cyathigerum",0.23023,0.11813,0.34442
"2006","Enallagma_cyathigerum",0.09202,-0.01141,0.18796
"2007","Enallagma_cyathigerum",0.18175,0.09172,0.2743
"2008","Enallagma_cyathigerum",0.23345,0.1483,0.32321
"2009","Enallagma_cyathigerum",0.28785,0.20286,0.37336
"2010","Enallagma_cyathigerum",0.11843,0.04581,0.18986
"2011","Enallagma_cyathigerum",0.22539,0.16397,0.29512
"2012","Enallagma_cyathigerum",0.30292,0.24095,0.36929
"2013","Enallagma_cyathigerum",0.0806,0.01704,0.14303
"2014","Enallagma_cyathigerum",-0.03196,-0.09277,0.02991
"2015","Enallagma_cyathigerum",-0.24577,-0.309,-0.18954
"2016","Enallagma_cyathigerum",-0.23826,-0.29872,-0.17735
"2017","Enallagma_cyathigerum",-0.32822,-0.38744,-0.26394
"2018","Enallagma_cyathigerum",-0.48985,-0.55031,-0.42702
"2019","Enallagma_cyathigerum",-0.71044,-0.7779,-0.64874
"2020","Enallagma_cyathigerum",-0.60616,-0.67127,-0.54202
"2021","Enallagma_cyathigerum",-0.5802,-0.65454,-0.51457
"2022","Enallagma_cyathigerum",-0.61766,-0.69036,-0.54714
"2023","Enallagma_cyathigerum",-0.74207,-0.82051,-0.66978
"clc_artificial_prop","Enallagma_cyathigerum",0.05062,-0.00495,0.10571
"clc_agriculture_prop","Enallagma_cyathigerum",0.58163,0.51066,0.65322
"clc_forest_prop","Enallagma_cyathigerum",-0.1475,-0.22183,-0.06777
"clc_vegetation_prop","Enallagma_cyathigerum",0.13653,0.04734,0.23109
"clc_bare_prop","Enallagma_cyathigerum",-0.37945,-0.5385,-0.22947
"clc_coastal_wetland_prop","Enallagma_cyathigerum",-0.12917,-0.18855,-0.07625
"clc_wetland_prop","Enallagma_cyathigerum",-0.0492,-0.12409,0.03162
"clc_river_prop","Enallagma_cyathigerum",-0.0619,-0.10721,-0.0114
"bio10_temp_warmQ_dC","Enallagma_cyathigerum",-2.96831,-3.12051,-2.81108
"bio12_annual_prec_mm","Enallagma_cyathigerum",-0.38294,-0.49787,-0.26226
"bio4_sd_temp","Enallagma_cyathigerum",-0.61124,-0.71153,-0.50963
"bio10_temp_warmQ_dC2","Enallagma_cyathigerum",0.36107,0.25292,0.45899
"bio12_annual_prec_mm2","Enallagma_cyathigerum",0.212,0.14488,0.27186
"bio4_sd_temp2","Enallagma_cyathigerum",-0.35101,-0.42154,-0.27779
"2000","Epallage_fatime",-1.67023,-6.25532,2.61934
"2001","Epallage_fatime",-2.87738,-7.00998,0.74475
"2002","Epallage_fatime",0.02541,-5.38874,4.37552
"2003","Epallage_fatime",0.07467,-4.85124,3.91223
"2004","Epallage_fatime",-0.46169,-5.40597,3.06543
"2005","Epallage_fatime",-0.25703,-5.15729,3.30649
"2006","Epallage_fatime",-0.19333,-5.3952,3.79305
"2007","Epallage_fatime",-1.10709,-5.66833,2.00966
"2008","Epallage_fatime",-0.93164,-5.65963,2.47245
"2009","Epallage_fatime",0.35136,-3.17189,3.31518
"2010","Epallage_fatime",-0.3696,-5.5357,3.15623
"2011","Epallage_fatime",-0.81579,-5.57273,2.72186
"2012","Epallage_fatime",0.20878,-2.07106,2.67341
"2013","Epallage_fatime",2.14459,0.79612,3.57098
"2014","Epallage_fatime",1.06431,-0.17473,2.35848
"2015","Epallage_fatime",1.27515,0.07843,2.57524
"2016","Epallage_fatime",1.00813,-0.22756,2.35156
"2017","Epallage_fatime",0.50692,-0.80257,1.84231
"2018","Epallage_fatime",1.08039,-0.1192,2.25284
"2019","Epallage_fatime",2.37955,1.23601,3.62515
"2020","Epallage_fatime",1.30576,-0.33305,2.89501
"2021","Epallage_fatime",2.77631,1.63934,4.09895
"2022","Epallage_fatime",1.79405,0.55167,3.13794
"2023","Epallage_fatime",0.18276,-1.28321,1.58539
"clc_artificial_prop","Epallage_fatime",0.16964,-0.71819,0.90931
"clc_agriculture_prop","Epallage_fatime",0.01418,-1.43825,1.72787
"clc_forest_prop","Epallage_fatime",2.45609,1.25305,3.8838
"clc_vegetation_prop","Epallage_fatime",1.16137,0.09972,2.32342
"clc_bare_prop","Epallage_fatime",-0.05128,-2.04568,1.32622
"clc_coastal_wetland_prop","Epallage_fatime",-1.13551,-4.43186,0.51404
"clc_wetland_prop","Epallage_fatime",0.43408,-2.26069,1.82825
"clc_river_prop","Epallage_fatime",-2.46496,-5.59837,-0.28
"bio10_temp_warmQ_dC","Epallage_fatime",0.74915,-1.09996,2.8273
"bio12_annual_prec_mm","Epallage_fatime",-1.67259,-4.80592,0.93643
"bio4_sd_temp","Epallage_fatime",-2.18054,-4.57593,-0.18067
"bio10_temp_warmQ_dC2","Epallage_fatime",2.42448,1.48981,3.38384
"bio12_annual_prec_mm2","Epallage_fatime",-3.29397,-6.11189,-0.9373
"bio4_sd_temp2","Epallage_fatime",-1.53946,-4.63907,0.43678
"2000","Epitheca_bimaculata",-1.30582,-2.12741,-0.52634
"2001","Epitheca_bimaculata",-0.64699,-1.42782,0.07973
"2002","Epitheca_bimaculata",-0.11216,-0.85316,0.64889
"2003","Epitheca_bimaculata",-0.48079,-1.08046,0.15124
"2004","Epitheca_bimaculata",0.10974,-0.55388,0.80561
"2005","Epitheca_bimaculata",-0.17365,-0.81185,0.4903
"2006","Epitheca_bimaculata",0.03244,-0.53665,0.57236
"2007","Epitheca_bimaculata",0.38393,-0.06193,0.84039
"2008","Epitheca_bimaculata",0.07449,-0.34617,0.50592
"2009","Epitheca_bimaculata",0.70866,0.3151,1.07967
"2010","Epitheca_bimaculata",0.37986,0.02254,0.7185
"2011","Epitheca_bimaculata",0.38894,0.09046,0.67653
"2012","Epitheca_bimaculata",0.80103,0.50812,1.09305
"2013","Epitheca_bimaculata",0.86925,0.56233,1.1766
"2014","Epitheca_bimaculata",0.13521,-0.16885,0.43838
"2015","Epitheca_bimaculata",0.38706,0.10278,0.67191
"2016","Epitheca_bimaculata",0.33476,0.05851,0.61585
"2017","Epitheca_bimaculata",-0.38037,-0.67945,-0.09634
"2018","Epitheca_bimaculata",-0.04055,-0.29481,0.2241
"2019","Epitheca_bimaculata",-0.34989,-0.65417,-0.04101
"2020","Epitheca_bimaculata",-0.45673,-0.73747,-0.17769
"2021","Epitheca_bimaculata",-0.01204,-0.29174,0.27332
"2022","Epitheca_bimaculata",-0.33145,-0.61148,-0.05013
"2023","Epitheca_bimaculata",0.23942,-0.03789,0.50973
"clc_artificial_prop","Epitheca_bimaculata",-0.1387,-0.48195,0.25838
"clc_agriculture_prop","Epitheca_bimaculata",2.53019,1.65128,3.56486
"clc_forest_prop","Epitheca_bimaculata",3.10444,2.3665,3.97075
"clc_vegetation_prop","Epitheca_bimaculata",-2.19681,-3.36972,-1.11307
"clc_bare_prop","Epitheca_bimaculata",-3.49104,-6.57305,-0.67754
"clc_coastal_wetland_prop","Epitheca_bimaculata",-0.95494,-2.72438,0.14552
"clc_wetland_prop","Epitheca_bimaculata",1.32767,0.94221,1.78853
"clc_river_prop","Epitheca_bimaculata",-0.06343,-0.28146,0.12947
"bio10_temp_warmQ_dC","Epitheca_bimaculata",2.45002,1.71688,3.17194
"bio12_annual_prec_mm","Epitheca_bimaculata",-0.04303,-0.44116,0.33058
"bio4_sd_temp","Epitheca_bimaculata",3.01764,2.60175,3.50171
"bio10_temp_warmQ_dC2","Epitheca_bimaculata",-3.82296,-4.76414,-2.98127
"bio12_annual_prec_mm2","Epitheca_bimaculata",-0.52925,-0.95782,-0.13565
"bio4_sd_temp2","Epitheca_bimaculata",-0.11489,-0.47351,0.23197
"2000","Erythromma_lindenii",0.18511,-0.04266,0.43518
"2001","Erythromma_lindenii",-0.25582,-0.53423,0.00775
"2002","Erythromma_lindenii",0.26186,0.03855,0.49021
"2003","Erythromma_lindenii",0.50744,0.31083,0.71306
"2004","Erythromma_lindenii",0.51967,0.34181,0.71954
"2005","Erythromma_lindenii",0.42761,0.25826,0.59863
"2006","Erythromma_lindenii",0.13086,-0.04222,0.30242
"2007","Erythromma_lindenii",0.38985,0.22434,0.54047
"2008","Erythromma_lindenii",0.03174,-0.11965,0.18941
"2009","Erythromma_lindenii",0.08616,-0.04561,0.21214
"2010","Erythromma_lindenii",0.03068,-0.08807,0.14502
"2011","Erythromma_lindenii",0.0685,-0.03833,0.18201
"2012","Erythromma_lindenii",-0.03224,-0.13109,0.06281
"2013","Erythromma_lindenii",-0.207,-0.30254,-0.11084
"2014","Erythromma_lindenii",-0.05349,-0.14874,0.03974
"2015","Erythromma_lindenii",-0.0679,-0.16211,0.02786
"2016","Erythromma_lindenii",-0.22183,-0.31628,-0.12494
"2017","Erythromma_lindenii",-0.08826,-0.18162,0.00269
"2018","Erythromma_lindenii",-0.24233,-0.33162,-0.15452
"2019","Erythromma_lindenii",-0.09648,-0.18887,-0.00122
"2020","Erythromma_lindenii",-0.16733,-0.26359,-0.07371
"2021","Erythromma_lindenii",-0.20076,-0.3027,-0.10194
"2022","Erythromma_lindenii",-0.20104,-0.30671,-0.09393
"2023","Erythromma_lindenii",-0.1773,-0.28585,-0.06669
"clc_artificial_prop","Erythromma_lindenii",-0.53451,-0.63101,-0.44034
"clc_agriculture_prop","Erythromma_lindenii",0.43394,0.2897,0.59417
"clc_forest_prop","Erythromma_lindenii",-0.12954,-0.27929,0.0369
"clc_vegetation_prop","Erythromma_lindenii",0.16129,-0.00838,0.32703
"clc_bare_prop","Erythromma_lindenii",1.85712,1.56585,2.11122
"clc_coastal_wetland_prop","Erythromma_lindenii",-0.46701,-0.59791,-0.34769
"clc_wetland_prop","Erythromma_lindenii",-1.43297,-1.7491,-1.1253
"clc_river_prop","Erythromma_lindenii",0.11773,0.03747,0.19601
"bio10_temp_warmQ_dC","Erythromma_lindenii",5.94698,5.60656,6.30739
"bio12_annual_prec_mm","Erythromma_lindenii",1.52997,1.28961,1.76535
"bio4_sd_temp","Erythromma_lindenii",-1.80372,-2.06718,-1.54128
"bio10_temp_warmQ_dC2","Erythromma_lindenii",-1.50052,-1.69998,-1.30728
"bio12_annual_prec_mm2","Erythromma_lindenii",-0.44359,-0.58776,-0.31199
"bio4_sd_temp2","Erythromma_lindenii",-1.60355,-1.80689,-1.40398
"2000","Erythromma_najas",0.70957,0.51961,0.89487
"2001","Erythromma_najas",0.57021,0.38153,0.75615
"2002","Erythromma_najas",0.4091,0.22151,0.58004
"2003","Erythromma_najas",0.62374,0.46725,0.78879
"2004","Erythromma_najas",0.09329,-0.05689,0.24753
"2005","Erythromma_najas",0.00292,-0.13295,0.13742
"2006","Erythromma_najas",0.14082,0.00829,0.26323
"2007","Erythromma_najas",-0.03453,-0.1493,0.08607
"2008","Erythromma_najas",0.13961,0.03581,0.25033
"2009","Erythromma_najas",0.4188,0.32351,0.5187
"2010","Erythromma_najas",0.35761,0.26202,0.45272
"2011","Erythromma_najas",0.35875,0.27256,0.4474
"2012","Erythromma_najas",0.19669,0.10693,0.28675
"2013","Erythromma_najas",0.12189,0.03201,0.21791
"2014","Erythromma_najas",0.06484,-0.02091,0.15456
"2015","Erythromma_najas",0.05702,-0.02339,0.14183
"2016","Erythromma_najas",-0.23481,-0.32129,-0.15013
"2017","Erythromma_najas",-0.09365,-0.17793,-0.01296
"2018","Erythromma_najas",-0.03946,-0.11603,0.03849
"2019","Erythromma_najas",-0.40886,-0.49513,-0.3247
"2020","Erythromma_najas",-0.75725,-0.84585,-0.67536
"2021","Erythromma_najas",-0.64162,-0.73601,-0.54967
"2022","Erythromma_najas",-0.59944,-0.69549,-0.50538
"2023","Erythromma_najas",-0.58819,-0.68546,-0.48671
"clc_artificial_prop","Erythromma_najas",0.38805,0.30963,0.47842
"clc_agriculture_prop","Erythromma_najas",0.7011,0.57231,0.84128
"clc_forest_prop","Erythromma_najas",0.50157,0.3545,0.6471
"clc_vegetation_prop","Erythromma_najas",-1.45014,-1.70067,-1.20567
"clc_bare_prop","Erythromma_najas",-0.84843,-1.19934,-0.51892
"clc_coastal_wetland_prop","Erythromma_najas",-0.03044,-0.12969,0.07713
"clc_wetland_prop","Erythromma_najas",0.64527,0.51538,0.77292
"clc_river_prop","Erythromma_najas",0.09308,0.03108,0.15465
"bio10_temp_warmQ_dC","Erythromma_najas",-2.3657,-2.62324,-2.12641
"bio12_annual_prec_mm","Erythromma_najas",-1.40892,-1.59948,-1.23105
"bio4_sd_temp","Erythromma_najas",1.50949,1.33738,1.68388
"bio10_temp_warmQ_dC2","Erythromma_najas",-2.78715,-3.09541,-2.46471
"bio12_annual_prec_mm2","Erythromma_najas",0.21899,0.1303,0.30102
"bio4_sd_temp2","Erythromma_najas",-0.32607,-0.44932,-0.21085
"2000","Erythromma_viridulum",-0.16326,-0.39078,0.0727
"2001","Erythromma_viridulum",-0.28423,-0.50705,-0.06907
"2002","Erythromma_viridulum",-0.06309,-0.26542,0.13514
"2003","Erythromma_viridulum",0.46196,0.29008,0.63973
"2004","Erythromma_viridulum",0.58257,0.42004,0.75809
"2005","Erythromma_viridulum",0.36186,0.20786,0.52891
"2006","Erythromma_viridulum",0.53261,0.38955,0.6851
"2007","Erythromma_viridulum",0.68915,0.54756,0.82805
"2008","Erythromma_viridulum",0.01913,-0.11093,0.15123
"2009","Erythromma_viridulum",0.08333,-0.03253,0.20497
"2010","Erythromma_viridulum",-0.12837,-0.23723,-0.02251
"2011","Erythromma_viridulum",-0.19364,-0.29955,-0.08951
"2012","Erythromma_viridulum",-0.47319,-0.56205,-0.37807
"2013","Erythromma_viridulum",-0.37161,-0.45805,-0.28464
"2014","Erythromma_viridulum",-0.07387,-0.16863,0.02304
"2015","Erythromma_viridulum",-0.03772,-0.13197,0.05368
"2016","Erythromma_viridulum",-0.10565,-0.20007,-0.01522
"2017","Erythromma_viridulum",-0.0734,-0.16391,0.02188
"2018","Erythromma_viridulum",0.04467,-0.04868,0.13983
"2019","Erythromma_viridulum",-0.03391,-0.12113,0.06334
"2020","Erythromma_viridulum",-0.17516,-0.27223,-0.07845
"2021","Erythromma_viridulum",-0.23307,-0.33045,-0.13301
"2022","Erythromma_viridulum",-0.07216,-0.17852,0.03282
"2023","Erythromma_viridulum",-0.04144,-0.15114,0.07826
"clc_artificial_prop","Erythromma_viridulum",0.35089,0.28595,0.41903
"clc_agriculture_prop","Erythromma_viridulum",0.37818,0.28357,0.46771
"clc_forest_prop","Erythromma_viridulum",-0.89498,-1.00425,-0.78644
"clc_vegetation_prop","Erythromma_viridulum",-0.50207,-0.62608,-0.37605
"clc_bare_prop","Erythromma_viridulum",0.68342,0.47115,0.88876
"clc_coastal_wetland_prop","Erythromma_viridulum",0.07545,0.00301,0.14631
"clc_wetland_prop","Erythromma_viridulum",-0.21077,-0.32801,-0.08257
"clc_river_prop","Erythromma_viridulum",0.11645,0.06614,0.17338
"bio10_temp_warmQ_dC","Erythromma_viridulum",2.20761,1.97004,2.41909
"bio12_annual_prec_mm","Erythromma_viridulum",-0.28752,-0.44106,-0.13492
"bio4_sd_temp","Erythromma_viridulum",-0.03268,-0.19042,0.13191
"bio10_temp_warmQ_dC2","Erythromma_viridulum",-1.07584,-1.2303,-0.93091
"bio12_annual_prec_mm2","Erythromma_viridulum",0.18269,0.104,0.25869
"bio4_sd_temp2","Erythromma_viridulum",-0.82093,-0.94276,-0.69505
